ear_spread,trunk_length,tail_length,front_leg_stance,back_leg_stance,ear_ratio,trunk_ratio,front_leg_ratio,back_leg_ratio,tail_ratio,body_ratio,head_angle_norm,trunk_angle_norm,front_leg_angle_norm,back_leg_angle_norm,ear_angle_norm,tail_angle_norm,label,rule_pred_weighted,hybrid_label,hybrid_prob_aggressive,hybrid_prob_normal
9.225315610714592,1.22982017820358,7.254352690205258,5.013717418523426,39.49981384159737,0.3012086403180035,0.040153906851936,0.1636990071990777,1.28967785191256,0.2368562553747385,0.959660052015406,0.45407116,0.14351414,-0.26394504,-0.50790787,0.053466156,0.09493239,1,Uncertain,Aggressive,0.5535103400948382,0.44648965990516176
7.026919526333096,2.8358873021515376,11.216443690209756,19.82276936745861,22.583478549367104,0.4706931615609671,0.1899598757432865,1.3278139801512645,1.5127381034620944,0.7513254310413925,1.2955476905475425,0.6940375,0.9307913,0.89437073,0.97146773,0.9416712,0.8923162,1,Aggressive,Aggressive,0.640014827220281,0.359985172779719
16.497894996097273,7.125615429554166,29.87933755025496,48.56801397211385,5.886239554913603,1.0200499256750013,0.4405703570682681,3.002916375341019,0.363940867723745,1.847412415618222,1.5911998408258987,0.34181786,0.41073436,0.89816546,-0.2696754,0.43528387,0.8401924,1,Uncertain,Aggressive,0.571894398888223,0.428105601111777
34.245903938786086,10.97498594053634,46.77393534366886,35.269802211341755,13.736053216686274,2.109949545140174,0.6761879211758162,2.173033693782017,0.8463020654491672,2.881823291310918,1.9973244353241832,0.23469423,-0.026849268,0.09897923,0.06236896,-0.0009530846,0.030253682,1,Uncertain,Aggressive,0.5587635070931998,0.4412364929068002
20.41525594240527,8.058137734767568,91.82532861119157,133.8770634002016,100.33575996820475,0.310767070764043,0.1226633585545868,2.0379162991022968,1.5273406469245303,1.3977923409312696,0.8750865354684862,0.62092584,0.9678218,-0.977576,-0.75512034,0.96897364,0.9938793,1,Aggressive,Aggressive,0.6214465644120661,0.37855343558793386
8.900143758849808,1.6774685311389923,6.030330421497291,3.9831660411756857,4.0526270020865125,0.6954241046553363,0.1310711470469093,0.3112297680724334,0.3166571890061548,0.4711875726698988,1.2658648594730382,0.3363961,-0.0037373856,0.1251472,0.07446217,0.008163701,0.061352212,1,Normal,Normal,0.42290488872223675,0.5770951112777633
3.090965431349075,1.0056624498984577,5.092724105079642,3.2438546861724893,15.890255774593696,0.4086113490866273,0.1329439294956528,0.4288226021924176,2.10061839693704,0.6732345971900228,0.4940206469374594,0.40150723,0.01190551,0.0018933469,-0.20637369,-0.00010253132,-0.0045279292,1,Normal,Normal,0.3569020774825635,0.6430979225174365
0.7367151925173419,1.3227411567352363,5.657481612745038,12.85035507618055,16.732129393411938,0.1078500042522744,0.1936401486320585,1.881203026197516,2.449467914545017,0.8282161440255001,1.2174208728289646,0.5190138,-0.9115779,-0.21321766,-0.283633,-0.7585123,-0.09619244,1,Uncertain,Normal,0.42798701532347466,0.5720129846765254
13.198407982482763,2.711873834121101,28.685641044641518,54.50139076452088,69.42943417437247,0.4013811124957764,0.0824716843071066,1.65745966382192,2.111441286392156,0.8723684349229243,0.4376473724048744,0.45884576,0.05416993,-0.016634475,0.07816998,-0.018672759,-0.039292313,1,Uncertain,Aggressive,0.5194829429829168,0.48051705701708325
15.143145640409516,7.25323234664137,18.815782810403917,51.84912064791835,20.516884269022405,0.8603586583777156,0.412092797549655,2.945810661667848,1.1656679162275834,1.0690197426277817,2.068118835564602,0.33638182,0.1782332,0.8837941,-0.27925014,0.23559204,0.7600492,1,Uncertain,Aggressive,0.54054477249214,0.45945522750786005
